0.0,1749027079816,0.15006566047668457
1.0,1749027093874,0.1544797122478485
2.0,1749027103569,0.14864298701286316
3.0,1749027113230,0.15114593505859375
4.0,1749027122890,0.14897862076759338
5.0,1749027132534,0.14918085932731628
6.0,1749027142171,0.14837446808815002
7.0,1749027151812,0.14983735978603363
8.0,1749027161455,0.1516125500202179
9.0,1749027171087,0.14497552812099457
10.0,1749027180722,0.14426977932453156
11.0,1749027190354,0.14145991206169128
12.0,1749027199975,0.13628673553466797
13.0,1749027209581,0.1437772810459137
14.0,1749027219196,0.13298103213310242
15.0,1749027228801,0.1299555003643036
16.0,1749027238409,0.12259475886821747
17.0,1749027248013,0.12026150524616241
18.0,1749027257620,0.11076996475458145
19.0,1749027267246,0.09599868953227997
20.0,1749027276817,0.09348456561565399
21.0,1749027286369,0.09520726650953293
22.0,1749027295898,0.10001280903816223
23.0,1749027305451,0.08848488330841064
24.0,1749027315041,0.0944255143404007
25.0,1749027324635,0.0848764181137085
26.0,1749027334214,0.08940334618091583
27.0,1749027343777,0.08198711276054382
28.0,1749027353335,0.08575432747602463
29.0,1749027362895,0.08345922827720642
30.0,1749027372452,0.08688171207904816
31.0,1749027382023,0.07731010764837265
32.0,1749027391600,0.08743137121200562
33.0,1749027401185,0.08916427195072174
34.0,1749027410774,0.08178240060806274
35.0,1749027420368,0.07452072948217392
36.0,1749027430018,0.0742429569363594
37.0,1749027439763,0.07846890389919281
38.0,1749027449369,0.06552428752183914
39.0,1749027458993,0.06361004710197449
40.0,1749027468632,0.07234480232000351
41.0,1749027478246,0.05639425665140152
42.0,1749027487886,0.05130191147327423
43.0,1749027497537,0.04598623141646385
44.0,1749027507170,0.04679490998387337
45.0,1749027516799,0.03867145627737045
46.0,1749027526389,0.03882425278425217
47.0,1749027535959,0.032014548778533936
48.0,1749027545534,0.029178429394960403
49.0,1749027555103,0.0379917211830616
50.0,1749027564641,0.030302532017230988
51.0,1749027574154,0.03408605605363846
52.0,1749027583665,0.03271407261490822
53.0,1749027593062,0.03561892732977867
54.0,1749027602419,0.032570138573646545
55.0,1749027611765,0.028353024274110794
56.0,1749027621117,0.030241506174206734
57.0,1749027630467,0.03049212321639061
58.0,1749027642157,0.030244171619415283
59.0,1749027651502,0.033679425716400146
60.0,1749027660844,0.028836878016591072
61.0,1749027670173,0.03153735026717186
62.0,1749027679513,0.033593758940696716
63.0,1749027689092,0.035849906504154205
64.0,1749027698754,0.04053426533937454
65.0,1749027708396,0.039984412491321564
66.0,1749027718006,0.03799363225698471
67.0,1749027727572,0.029799677431583405
68.0,1749027737096,0.03176981210708618
69.0,1749027746516,0.033954910933971405
70.0,1749027755860,0.0330997034907341
71.0,1749027765224,0.03008047677576542
72.0,1749027774576,0.028208035975694656
73.0,1749027783926,0.025132065638899803
74.0,1749027793261,0.02704601362347603
75.0,1749027802606,0.028113320469856262
76.0,1749027811951,0.026593711227178574
77.0,1749027821302,0.03154730796813965
78.0,1749027830648,0.028135716915130615
79.0,1749027839998,0.03209786117076874
80.0,1749027849342,0.026242781430482864
81.0,1749027858678,0.02354820817708969
82.0,1749027868007,0.027274634689092636
83.0,1749027877338,0.02836131677031517
84.0,1749027886674,0.025188090279698372
85.0,1749027896031,0.02638404443860054
86.0,1749027905389,0.03188938647508621
87.0,1749027914743,0.027589593082666397
88.0,1749027924103,0.02674560621380806
89.0,1749027933454,0.0275008175522089
90.0,1749027942785,0.02856922522187233
91.0,1749027952132,0.022228823974728584
92.0,1749027961490,0.0296329315751791
93.0,1749027970845,0.028324609622359276
94.0,1749027980209,0.03153221309185028
95.0,1749027989591,0.027480361983180046
96.0,1749027998984,0.02804240956902504
97.0,1749028008366,0.026767544448375702
98.0,1749028017748,0.02524355612695217
99.0,1749028027110,0.029020078480243683
100.0,1749028036465,0.03233245760202408
101.0,1749028050084,0.026600897312164307
102.0,1749028059425,0.02718290127813816
